team_a,team_b,team_a_winrate,team_b_winrate,team_a_avg_scored,team_a_avg_conceded,team_b_avg_scored,team_b_avg_conceded,team_a_h2h_winrate,team_b_h2h_winrate,result
Pakistan,Yemen,0.3,0.1,0.9,2.0,0.5,0.8,0.25,0.75,draw
Nicaragua,Anguilla,0.2,0.1,0.9,1.8,0.5,3.3,0.0,0.0,home win
Saint Kitts and Nevis,Turks and Caicos Islands,0.3,0.3,1.2,1.3,0.8,2.9,1.0,0.0,home win
Bahamas,Bermuda,0.3,0.8,1.7,3.0,3.6,0.7,0.0,1.0,away win
United States Virgin Islands,Barbados,0.1,0.4,0.4,4.5,1.2,1.6,1.0,0.0,away win
Dominica,British Virgin Islands,0.2,0.1,0.9,1.9,0.4,4.9,1.0,0.0,home win
Turks and Caicos Islands,Saint Kitts and Nevis,0.3,0.4,1.0,2.9,1.7,1.4,0.0,1.0,away win
Curaçao,Montserrat,0.3,0.2,1.3,1.4,1.7,4.1,0.0,0.0,home win
Anguilla,Nicaragua,0.1,0.2,0.4,3.5,1.3,1.8,0.0,1.0,away win
Bermuda,Bahamas,0.8,0.3,3.9,0.6,1.7,2.9,1.0,0.0,home win
Dominica,British Virgin Islands,0.3,0.1,1.2,2.0,0.5,5.0,1.0,0.0,draw
Cayman Islands,Belize,0.1,0.1,0.8,2.3,0.3,1.5,0.0,0.0,draw
Montserrat,Curaçao,0.2,0.3,1.4,3.8,1.3,1.4,0.0,1.0,draw
Thailand,Vietnam,0.6,0.6,1.8,1.0,2.6,1.4,0.6666666666666666,0.1111111111111111,home win
Nicaragua,Suriname,0.2,0.6,1.2,1.7,1.3,1.2,0.0,0.0,home win
Curaçao,Cuba,0.4,0.4,1.5,1.5,1.4,1.9,0.4444444444444444,0.3333333333333333,draw
Antigua and Barbuda,Saint Lucia,0.5,0.3,1.1,0.9,0.9,1.5,0.36363636363636365,0.36363636363636365,away win
Aruba,Barbados,0.3,0.5,1.4,1.1,1.6,1.3,0.0,1.0,away win
Saint Vincent and the Grenadines,Guyana,0.5,0.3,1.5,1.1,1.2,2.4,0.0,0.0,draw
Afghanistan,Syria,0.3,0.5,1.1,1.0,1.6,1.2,0.0,1.0,away win
Bangladesh,Kyrgyzstan,0.3,0.1,1.3,1.1,0.5,2.1,0.0,1.0,away win
Cambodia,Singapore,0.4,0.5,1.4,1.5,2.1,1.7,0.07142857142857142,0.7857142857142857,away win
Chile,Ecuador,0.4,0.3,1.1,1.0,1.7,1.5,0.5652173913043478,0.1956521739130435,home win
Dominican Republic,Belize,0.4,0.1,1.7,2.3,0.4,1.5,0.0,0.0,away win
Guam,Turkmenistan,0.3,0.6,1.4,1.2,2.4,1.2,0.0,0.0,home win
Hong Kong,Bhutan,0.2,0.2,0.6,1.8,0.8,4.0,0.0,0.0,home win
India,Oman,0.4,0.2,1.3,0.9,1.2,1.8,0.0,0.75,away win
Laos,Myanmar,0.3,0.4,1.3,2.3,1.2,1.3,0.0,0.8666666666666667,draw
Lebanon,Kuwait,0.2,0.1,1.4,2.0,0.9,2.0,0.2,0.48,away win
Malaysia,Timor-Leste,0.3,0.2,1.4,2.1,1.1,1.9,1.0,0.0,home win
Maldives,Qatar,0.1,0.4,0.9,1.5,1.2,1.2,0.0,1.0,away win
Philippines,Bahrain,0.5,0.4,2.1,1.2,1.1,1.4,0.0,0.5,home win
Saudi Arabia,Palestine,0.5,0.4,1.6,1.6,1.6,2.0,0.6,0.0,home win
Tajikistan,Jordan,0.5,0.1,2.1,1.8,0.9,1.3,0.0,0.0,away win
Yemen,North Korea,0.1,0.3,0.5,0.8,1.4,1.6,0.0,0.5,away win
Dominica,Canada,0.3,0.1,1.0,1.7,0.5,1.2,0.0,0.0,away win
Saint Kitts and Nevis,El Salvador,0.6,0.3,2.5,1.6,0.9,1.6,0.0,0.0,draw
Mexico,Bolivia,0.4,0.1,1.2,1.2,0.9,2.3,0.8333333333333334,0.08333333333333333,draw
Puerto Rico,Grenada,0.2,0.2,2.1,2.0,1.3,1.6,0.0,0.75,home win
Guatemala,Bermuda,0.2,0.8,0.6,2.0,4.0,0.5,0.0,0.0,draw
Argentina,Paraguay,0.6,0.2,2.2,0.8,1.1,1.4,0.5463917525773195,0.15463917525773196,draw
Uruguay,Jamaica,0.7,0.2,1.9,0.8,1.1,1.7,0.5,0.5,home win
Barbados,Aruba,0.6,0.3,1.7,1.1,1.3,1.1,1.0,0.0,away win
Brazil,Peru,0.9,0.5,2.0,0.5,1.2,1.0,0.6923076923076923,0.07692307692307693,home win
Colombia,Venezuela,0.8,0.3,2.2,0.7,1.5,1.9,0.46875,0.15625,away win
Cuba,Curaçao,0.3,0.4,1.0,1.9,1.5,1.4,0.3,0.4,draw
Belize,Dominican Republic,0.2,0.3,0.6,1.6,1.6,2.4,1.0,0.0,home win
Guyana,Saint Vincent and the Grenadines,0.3,0.4,1.2,2.4,1.5,1.2,0.0,0.0,draw
Antigua and Barbuda,Saint Lucia,0.5,0.3,1.1,1.0,1.1,1.6,0.3333333333333333,0.4166666666666667,home win
Chile,Mexico,0.4,0.4,1.1,1.0,1.1,1.0,0.4166666666666667,0.4583333333333333,draw
Ecuador,Bolivia,0.2,0.1,1.3,1.4,0.8,2.0,0.4074074074074074,0.18518518518518517,away win
Bermuda,Guatemala,0.8,0.2,3.9,0.3,0.5,1.7,0.0,0.0,away win
Argentina,Uruguay,0.6,0.7,2.4,1.0,1.9,0.8,0.4540229885057471,0.3045977011494253,home win
Bangladesh,Tajikistan,0.2,0.5,1.0,1.4,2.2,2.0,0.16666666666666666,0.6666666666666666,draw
Bhutan,China,0.2,0.4,0.8,4.5,1.3,0.9,0.0,0.0,away win
Myanmar,South Korea,0.3,0.8,1.1,1.3,1.5,0.3,0.2962962962962963,0.4074074074074074,away win
Cambodia,Afghanistan,0.4,0.2,1.2,1.6,1.0,1.6,0.0,0.0,away win
Timor-Leste,United Arab Emirates,0.2,0.5,1.0,2.0,1.4,1.4,0.0,0.0,away win
Grenada,Puerto Rico,0.2,0.3,1.2,1.6,2.1,1.8,0.6,0.2,home win
Guam,India,0.3,0.3,1.3,1.2,1.3,1.1,0.0,1.0,home win
Hong Kong,Maldives,0.3,0.1,1.3,1.6,0.9,1.6,0.0,0.0,home win
Japan,Singapore,0.8,0.6,2.7,0.7,2.5,1.5,0.8181818181818182,0.13636363636363635,draw
North Korea,Uzbekistan,0.4,0.4,1.7,1.5,1.0,1.3,0.0,0.6666666666666666,home win
Kyrgyzstan,Australia,0.2,0.5,0.7,1.8,1.7,0.8,0.0,0.0,away win
Laos,Lebanon,0.2,0.2,1.2,2.3,1.3,1.7,0.0,0.0,away win
Malaysia,Palestine,0.4,0.3,1.6,1.8,1.1,2.0,0.3333333333333333,0.6666666666666666,away win
Paraguay,Jamaica,0.2,0.2,1.2,1.5,1.1,1.7,0.6,0.4,home win
Suriname,Nicaragua,0.6,0.3,1.3,0.8,1.2,1.4,0.0,1.0,away win
Turkmenistan,Iran,0.5,0.7,2.1,1.3,1.4,0.9,0.16666666666666666,0.5,draw
Yemen,Philippines,0.1,0.5,0.4,1.0,1.8,1.3,0.0,0.0,away win
Canada,Dominica,0.2,0.3,0.7,1.1,1.0,1.8,1.0,0.0,home win
El Salvador,Saint Kitts and Nevis,0.3,0.6,0.9,1.6,2.7,1.4,0.0,0.0,home win
Taiwan,Thailand,0.2,0.5,1.0,2.8,1.5,0.8,0.42857142857142855,0.42857142857142855,away win
Brazil,Colombia,1.0,0.7,2.2,0.3,2.0,0.7,0.6296296296296297,0.07407407407407407,away win
Peru,Venezuela,0.5,0.4,1.3,1.0,1.6,1.8,0.6333333333333333,0.26666666666666666,home win
Chile,Bolivia,0.4,0.2,1.4,1.1,0.9,2.0,0.6666666666666666,0.15384615384615385,home win
Mexico,Ecuador,0.4,0.2,1.4,1.3,1.4,1.6,0.65,0.1,away win
Argentina,Jamaica,0.7,0.2,2.5,0.9,1.1,1.6,1.0,0.0,home win
Uruguay,Paraguay,0.7,0.3,1.9,0.7,1.2,1.3,0.4084507042253521,0.352112676056338,draw
Brazil,Venezuela,0.9,0.4,2.1,0.4,1.4,1.7,0.8571428571428571,0.047619047619047616,home win
Colombia,Peru,0.7,0.5,1.7,0.6,1.1,1.0,0.32653061224489793,0.30612244897959184,draw
Chile,Uruguay,0.5,0.6,1.8,1.0,1.8,0.8,0.2,0.56,home win
Bolivia,Peru,0.2,0.4,0.9,2.1,0.9,1.0,0.29545454545454547,0.4318181818181818,away win
Argentina,Colombia,0.7,0.6,2.2,0.7,1.5,0.6,0.53125,0.25,draw
Brazil,Paraguay,0.9,0.2,2.1,0.5,1.1,1.3,0.6,0.14666666666666667,draw
Chile,Peru,0.6,0.4,1.9,1.0,1.0,1.1,0.5394736842105263,0.27631578947368424,home win
Argentina,Paraguay,0.7,0.2,2.2,0.5,1.1,1.3,0.5408163265306123,0.15306122448979592,home win
Peru,Paraguay,0.4,0.2,1.1,1.0,1.2,1.9,0.23404255319148937,0.48936170212765956,home win
Chile,Argentina,0.6,0.7,2.0,1.1,2.1,0.6,0.07692307692307693,0.6666666666666666,draw
Samoa,American Samoa,0.2,0.1,0.7,4.1,0.3,3.9,1.0,0.0,home win
Tonga,Cook Islands,0.2,0.2,1.2,2.2,1.1,2.4,0.42857142857142855,0.2857142857142857,away win
Cook Islands,Samoa,0.3,0.3,1.4,2.3,1.0,4.0,0.25,0.5,home win
Tonga,American Samoa,0.2,0.1,1.2,2.1,0.5,3.8,0.875,0.125,away win
Australia,Bangladesh,0.6,0.2,1.9,0.8,1.0,1.2,0.0,0.0,home win
Bahrain,North Korea,0.4,0.4,1.2,1.6,1.3,1.3,0.25,0.5,away win
China,Hong Kong,0.5,0.4,1.7,1.0,1.4,1.3,0.65,0.1,draw
Iran,Guam,0.7,0.4,1.4,0.7,1.3,1.1,1.0,0.0,home win
Iraq,Taiwan,0.5,0.2,1.4,1.6,0.9,2.9,1.0,0.0,home win
Japan,Cambodia,0.5,0.3,1.8,0.6,1.1,1.6,1.0,0.0,home win
Jordan,Kyrgyzstan,0.3,0.2,1.4,1.1,0.8,1.6,0.6666666666666666,0.3333333333333333,draw
South Korea,Laos,0.6,0.1,1.5,0.4,0.8,2.4,1.0,0.0,home win
Kuwait,Myanmar,0.2,0.2,0.9,1.9,0.8,1.5,0.75,0.25,home win
Oman,Turkmenistan,0.4,0.4,1.3,1.6,2.0,1.3,1.0,0.0,home win
Qatar,Bhutan,0.4,0.2,1.2,1.1,0.8,4.5,0.0,0.0,home win
Saudi Arabia,Timor-Leste,0.5,0.1,1.6,1.8,0.7,2.2,0.0,0.0,home win
Syria,Singapore,0.6,0.4,2.2,1.0,1.9,1.7,0.3333333333333333,0.6666666666666666,home win
United Arab Emirates,Malaysia,0.6,0.4,1.5,1.1,1.4,2.1,0.7142857142857143,0.2857142857142857,home win
Uzbekistan,Yemen,0.3,0.1,1.0,1.6,0.3,1.0,1.0,0.0,home win
American Samoa,Cook Islands,0.2,0.4,0.7,3.5,1.4,2.2,0.0,0.5,home win
Curaçao,El Salvador,0.3,0.3,1.5,1.5,1.1,1.1,0.08333333333333333,0.5833333333333334,away win
Grenada,Haiti,0.3,0.3,1.4,1.5,1.3,1.0,0.0,1.0,away win
Tonga,Samoa,0.2,0.3,1.2,2.1,1.0,3.8,0.25,0.375,away win
Antigua and Barbuda,Guatemala,0.5,0.2,1.3,1.1,0.4,1.4,0.0,1.0,home win
Canada,Belize,0.3,0.2,1.0,0.5,0.7,1.5,1.0,0.0,home win
Jamaica,Nicaragua,0.5,0.4,1.1,0.9,1.4,1.4,0.0,0.0,away win
Saint Vincent and the Grenadines,Aruba,0.4,0.4,1.9,1.3,1.6,0.9,0.0,0.0,home win
Afghanistan,Japan,0.3,0.5,0.9,1.5,2.0,0.6,0.0,1.0,away win
Bangladesh,Jordan,0.2,0.3,0.9,1.5,1.4,1.0,0.0,0.0,away win
Cambodia,Syria,0.3,0.7,1.1,1.6,2.2,0.8,0.0,1.0,away win
China,Maldives,0.4,0.1,1.6,1.0,0.6,1.9,1.0,0.0,home win
El Salvador,Curaçao,0.4,0.3,1.2,0.9,1.3,1.3,0.6153846153846154,0.07692307692307693,home win
Guam,Oman,0.4,0.5,1.3,1.5,1.5,1.3,0.0,0.0,draw
Hong Kong,Qatar,0.4,0.5,1.3,1.0,2.5,0.9,0.0,1.0,away win
India,Iran,0.3,0.7,1.2,1.0,1.9,0.7,0.2,0.6,away win
Laos,Kuwait,0.1,0.2,0.7,3.0,1.7,1.9,0.0,0.0,away win
Lebanon,South Korea,0.2,0.6,1.4,1.7,2.1,0.4,0.1111111111111111,0.6666666666666666,away win
Malaysia,Saudi Arabia,0.3,0.5,1.1,3.0,2.2,1.8,0.1,0.7,away win
Palestine,United Arab Emirates,0.2,0.6,1.2,1.8,2.4,1.1,0.0,0.5,draw
Philippines,Uzbekistan,0.6,0.3,1.9,1.0,1.0,1.6,0.0,0.0,away win
Tajikistan,Australia,0.4,0.7,2.0,1.9,2.3,0.6,0.0,0.0,away win
Thailand,Iraq,0.6,0.5,1.7,0.8,1.8,1.7,0.15384615384615385,0.6153846153846154,draw
Yemen,Bahrain,0.1,0.3,0.3,1.1,0.8,1.6,0.16666666666666666,0.6666666666666666,away win
Aruba,Saint Vincent and the Grenadines,0.4,0.5,1.5,0.9,2.0,1.2,0.0,1.0,home win
Belize,Canada,0.2,0.4,0.7,1.7,1.2,0.4,0.0,1.0,draw
Guatemala,Antigua and Barbuda,0.1,0.6,0.3,1.5,1.4,1.0,0.8,0.2,home win
Haiti,Grenada,0.4,0.2,1.4,0.9,1.0,1.5,1.0,0.0,home win
Nicaragua,Jamaica,0.5,0.4,1.6,1.5,1.0,1.2,1.0,0.0,away win
Taiwan,Vietnam,0.2,0.5,1.0,3.2,2.0,1.5,0.5,0.5,away win
Comoros,Lesotho,0.0,0.1,0.3,2.0,0.7,1.7,0.0,1.0,draw
Mauritius,Kenya,0.4,0.1,1.1,1.6,0.5,0.9,0.0,0.6,away win
Seychelles,Burundi,0.2,0.3,0.9,1.2,1.4,1.1,0.0,1.0,away win
South Sudan,Mauritania,0.1,0.5,0.3,2.3,0.9,0.9,0.0,0.0,draw
Tanzania,Malawi,0.1,0.2,0.7,1.4,0.9,1.1,0.22,0.32,home win
Argentina,Ecuador,0.6,0.4,2.6,0.6,1.5,1.2,0.5625,0.125,away win
Bahrain,Uzbekistan,0.3,0.4,1.1,1.6,1.5,1.7,0.2,0.3,away win
Bhutan,Maldives,0.2,0.1,0.7,5.2,0.6,2.2,0.0,1.0,away win
Bolivia,Uruguay,0.2,0.5,0.8,2.9,1.7,0.9,0.175,0.65,away win
Myanmar,Lebanon,0.0,0.1,0.6,2.4,0.9,1.8,0.0,0.0,away win
Chile,Brazil,0.6,0.8,1.9,1.1,1.7,0.6,0.10144927536231885,0.7101449275362319,home win
Colombia,Peru,0.6,0.3,1.5,0.4,1.1,1.0,0.3137254901960784,0.29411764705882354,home win
Timor-Leste,Palestine,0.1,0.2,0.6,2.7,1.2,1.6,0.0,0.0,away win
Jordan,Australia,0.4,0.7,1.6,0.8,2.2,0.5,0.5,0.5,home win
North Korea,Philippines,0.5,0.5,1.4,1.2,1.7,1.5,1.0,0.0,draw
Kuwait,South Korea,0.3,0.6,1.7,1.7,2.2,0.4,0.391304347826087,0.4782608695652174,away win
Kyrgyzstan,Tajikistan,0.2,0.3,0.8,1.6,1.7,2.2,0.2,0.7,draw
Liberia,Guinea-Bissau,0.4,0.1,0.8,1.7,0.7,1.2,0.0,0.0,draw
Oman,Iran,0.6,0.7,1.7,0.9,2.1,0.7,0.2222222222222222,0.4444444444444444,draw
Qatar,China,0.6,0.4,2.7,0.7,1.7,0.9,0.26666666666666666,0.4,home win
São Tomé and Príncipe,Ethiopia,0.2,0.3,0.7,2.5,1.1,1.8,0.0,0.0,home win
Saudi Arabia,United Arab Emirates,0.5,0.5,2.2,1.6,2.0,1.0,0.6129032258064516,0.1935483870967742,home win
Singapore,Afghanistan,0.4,0.2,1.8,1.6,0.6,2.0,0.0,0.0,home win
Syria,Japan,0.7,0.5,2.5,0.9,2.4,0.6,0.0,0.875,away win
Turkmenistan,India,0.4,0.2,2.0,1.4,1.1,1.3,0.3333333333333333,0.3333333333333333,home win
Venezuela,Paraguay,0.3,0.2,1.2,1.7,1.3,2.0,0.13043478260869565,0.6521739130434783,away win
Vietnam,Iraq,0.5,0.4,1.9,1.5,1.8,2.1,0.0,1.0,draw
Djibouti,Eswatini,0.0,0.3,0.3,4.1,1.1,1.6,0.0,0.0,away win
Gambia,Namibia,0.2,0.5,0.4,1.2,1.2,0.9,0.5,0.5,draw
Somalia,Niger,0.0,0.2,0.2,3.6,0.5,1.4,0.0,0.0,away win
Chad,Sierra Leone,0.3,0.2,0.9,1.5,0.6,1.5,0.0,0.0,home win
Eritrea,Botswana,0.0,0.2,0.4,2.3,0.8,1.6,0.0,0.0,away win
Madagascar,Central African Republic,0.3,0.1,1.3,1.5,0.6,2.1,0.0,1.0,home win
Ethiopia,São Tomé and Príncipe,0.3,0.3,1.1,1.7,0.8,2.0,0.0,1.0,home win
Kenya,Mauritius,0.2,0.4,0.9,1.0,1.2,2.0,0.6666666666666666,0.0,draw
Malawi,Tanzania,0.2,0.1,0.9,1.3,0.5,1.3,0.3137254901960784,0.23529411764705882,home win
Bahrain,Philippines,0.3,0.4,1.1,1.8,1.3,1.4,0.3333333333333333,0.3333333333333333,home win
Bhutan,Hong Kong,0.2,0.3,1.0,5.1,1.3,1.3,0.0,1.0,away win
Botswana,Eritrea,0.3,0.0,1.0,1.3,0.4,2.1,1.0,0.0,home win
Brazil,Venezuela,0.7,0.3,1.4,0.7,1.1,1.5,0.8636363636363636,0.045454545454545456,home win
Myanmar,Laos,0.0,0.1,0.6,2.6,0.7,2.9,0.8125,0.0,home win
Burundi,Seychelles,0.4,0.2,1.2,0.7,0.8,1.1,1.0,0.0,home win
Timor-Leste,Malaysia,0.1,0.3,0.6,2.9,0.9,3.0,0.0,1.0,away win
Ecuador,Bolivia,0.5,0.2,1.6,1.0,0.8,2.9,0.39285714285714285,0.21428571428571427,home win
Guinea-Bissau,Liberia,0.1,0.4,0.7,1.2,0.8,1.2,0.0,0.0,away win
Jordan,Tajikistan,0.5,0.2,1.8,0.6,1.5,2.3,1.0,0.0,home win
North Korea,Yemen,0.5,0.1,1.3,0.8,0.3,1.5,0.6,0.0,home win
Kuwait,Lebanon,0.3,0.2,1.7,1.3,1.1,1.3,0.5,0.19230769230769232,draw
Kyrgyzstan,Bangladesh,0.2,0.2,1.0,1.8,0.7,1.7,1.0,0.0,home win
Lesotho,Comoros,0.1,0.0,0.7,1.6,0.3,1.7,0.5,0.0,draw
Madagascar,Central African Republic,0.3,0.1,1.4,1.4,0.6,2.2,0.5,0.5,draw
Mauritania,South Sudan,0.4,0.1,0.9,1.0,0.4,2.0,0.0,0.0,home win
Namibia,Gambia,0.4,0.2,1.2,1.0,0.5,1.1,0.3333333333333333,0.3333333333333333,home win
Niger,Somalia,0.3,0.0,0.7,1.4,0.2,3.3,0.3333333333333333,0.0,home win
Oman,India,0.5,0.2,1.7,1.0,1.1,1.4,0.8,0.0,home win
Paraguay,Argentina,0.2,0.5,1.2,1.9,2.4,0.7,0.15151515151515152,0.5454545454545454,draw
Peru,Chile,0.3,0.6,1.1,1.1,1.8,0.9,0.2727272727272727,0.5454545454545454,away win
Qatar,Maldives,0.7,0.2,2.8,0.6,0.8,2.2,1.0,0.0,home win
Sierra Leone,Chad,0.1,0.3,0.5,1.6,0.9,1.5,0.0,1.0,home win
Singapore,Cambodia,0.4,0.3,1.5,1.4,0.9,1.8,0.8,0.06666666666666667,home win
Syria,Afghanistan,0.7,0.2,2.4,1.0,0.6,2.1,1.0,0.0,home win
Turkmenistan,Guam,0.4,0.4,2.1,1.5,1.3,1.5,0.0,1.0,home win
Uruguay,Colombia,0.6,0.6,1.8,0.8,1.5,0.3,0.46153846153846156,0.3076923076923077,home win
Vietnam,Thailand,0.5,0.5,1.9,1.3,1.5,1.0,0.10526315789473684,0.6842105263157895,away win
Eswatini,Djibouti,0.4,0.0,1.7,1.5,0.3,4.2,1.0,0.0,home win
Palestine,Saudi Arabia,0.2,0.6,1.2,1.5,2.3,1.5,0.0,0.6666666666666666,draw
Mozambique,Gabon,0.3,0.3,0.9,1.1,1.5,1.3,0.2,0.6,home win
Sudan,Zambia,0.2,0.3,0.5,2.0,0.7,0.9,0.2631578947368421,0.5263157894736842,away win
Afghanistan,Cambodia,0.2,0.3,0.8,2.4,1.2,2.0,1.0,0.0,home win
Australia,Kyrgyzstan,0.6,0.3,1.8,0.7,1.2,1.7,1.0,0.0,home win
Benin,Burkina Faso,0.4,0.1,1.2,1.5,0.6,1.3,0.13333333333333333,0.6666666666666666,home win
Bolivia,Venezuela,0.2,0.3,0.7,2.9,1.0,1.6,0.4375,0.25,home win
Burundi,DR Congo,0.5,0.4,1.3,0.6,1.1,0.9,0.0,1.0,away win
Chile,Colombia,0.7,0.5,2.2,1.0,1.4,0.6,0.4,0.2857142857142857,draw
China,Bhutan,0.3,0.2,1.5,0.9,1.0,4.9,1.0,0.0,home win
Ecuador,Uruguay,0.5,0.6,1.6,0.9,1.8,0.8,0.11627906976744186,0.6511627906976745,home win
India,Guam,0.1,0.3,0.9,1.7,1.1,1.6,0.5,0.5,home win
Iran,Turkmenistan,0.5,0.3,2.0,0.9,1.2,1.8,0.42857142857142855,0.14285714285714285,home win
South Korea,Myanmar,0.8,0.1,2.4,0.1,0.7,2.6,0.42857142857142855,0.2857142857142857,home win
Lebanon,Laos,0.2,0.1,1.0,1.2,0.8,2.9,1.0,0.0,home win
Maldives,Hong Kong,0.2,0.5,0.7,2.5,1.8,0.4,0.0,1.0,away win
Morocco,Equatorial Guinea,0.7,0.3,2.3,0.5,0.7,1.1,1.0,0.0,home win
Namibia,Guinea,0.4,0.2,1.2,0.9,1.2,1.7,0.0,0.6,away win
Palestine,Malaysia,0.2,0.4,1.2,1.4,1.2,2.8,0.75,0.25,home win
Philippines,Yemen,0.3,0.1,0.9,1.6,0.3,1.5,1.0,0.0,away win
Singapore,Japan,0.5,0.5,1.6,1.2,2.5,0.6,0.13043478260869565,0.782608695652174,away win
Tajikistan,Bangladesh,0.2,0.2,1.4,2.4,0.6,1.8,0.5714285714285714,0.14285714285714285,home win
Thailand,Taiwan,0.6,0.2,1.6,0.7,1.1,2.6,0.5,0.375,home win
Togo,Uganda,0.4,0.5,1.2,1.5,0.9,0.6,0.8,0.0,away win
United Arab Emirates,Timor-Leste,0.5,0.0,2.4,1.1,0.2,3.0,1.0,0.0,home win
Uzbekistan,North Korea,0.4,0.6,1.8,1.7,1.3,0.6,0.5714285714285714,0.14285714285714285,home win
Angola,South Africa,0.4,0.3,1.2,0.5,0.9,0.7,0.0,0.6666666666666666,away win
Argentina,Brazil,0.4,0.7,1.9,0.7,1.6,0.8,0.36,0.4,draw
Comoros,Ghana,0.0,0.5,0.4,1.7,1.8,1.1,0.0,0.0,draw
Costa Rica,Haiti,0.0,0.5,1.0,1.5,1.7,0.9,0.5,0.0,home win
Kenya,Cape Verde,0.2,0.6,0.9,1.0,1.9,0.7,1.0,0.0,home win
Liberia,Ivory Coast,0.4,0.5,0.9,1.3,1.2,0.4,0.0,0.7692307692307693,away win
Libya,Rwanda,0.2,0.5,0.6,1.3,0.9,0.7,0.5,0.25,home win
Madagascar,Senegal,0.3,0.6,1.4,1.3,1.6,1.0,0.0,0.0,draw
Mauritania,Tunisia,0.4,0.2,1.1,1.0,1.8,1.4,0.0,0.8571428571428571,away win
Niger,Cameroon,0.4,0.5,1.1,1.1,1.2,1.1,0.0,0.75,away win
Peru,Paraguay,0.3,0.2,1.3,1.4,1.1,1.7,0.25,0.4791666666666667,home win
Eswatini,Nigeria,0.5,0.4,1.9,1.4,1.2,0.7,0.0,0.0,draw
Canada,Honduras,0.4,0.3,1.3,0.5,1.2,0.9,0.2857142857142857,0.47619047619047616,home win
Guatemala,Trinidad and Tobago,0.2,0.4,0.6,1.4,1.7,1.5,0.3684210526315789,0.3684210526315789,away win
Jamaica,Panama,0.5,0.1,1.2,1.3,1.0,1.4,0.14285714285714285,0.35714285714285715,away win
Mexico,El Salvador,0.5,0.3,2.3,1.2,1.0,1.0,0.8387096774193549,0.12903225806451613,home win
United States,Saint Vincent and the Grenadines,0.5,0.5,1.9,1.4,2.0,1.3,0.0,0.0,home win
Botswana,Mali,0.4,0.3,1.3,1.2,1.6,1.3,0.0,1.0,home win
Chad,Egypt,0.2,0.6,0.7,1.5,1.5,0.7,0.0,0.6666666666666666,home win
Ethiopia,Congo,0.3,0.5,1.1,1.5,1.8,1.6,0.0,1.0,away win
Gabon,Mozambique,0.3,0.3,1.5,1.2,0.8,1.1,0.5,0.3333333333333333,home win
Tanzania,Algeria,0.1,0.6,0.4,1.3,1.9,1.0,0.16666666666666666,0.5,draw
DR Congo,Burundi,0.5,0.4,1.4,1.1,1.2,0.9,1.0,0.0,home win
Equatorial Guinea,Morocco,0.2,0.7,0.5,1.3,2.2,0.5,0.0,1.0,home win
Guinea,Namibia,0.3,0.3,1.1,1.2,0.8,0.9,0.6666666666666666,0.0,home win
Uganda,Togo,0.6,0.4,1.0,0.5,1.1,1.4,0.16666666666666666,0.6666666666666666,home win
Zambia,Sudan,0.4,0.2,0.8,0.9,0.5,1.9,0.55,0.25,home win
Algeria,Tanzania,0.5,0.1,1.8,1.1,0.5,1.4,0.42857142857142855,0.14285714285714285,home win
Bangladesh,Australia,0.1,0.7,0.5,2.3,2.1,0.6,0.0,1.0,away win
Bhutan,Qatar,0.2,0.7,0.8,5.3,3.1,0.6,0.0,1.0,away win
Brazil,Peru,0.6,0.4,1.5,0.9,1.3,1.2,0.7,0.075,home win
Burkina Faso,Benin,0.1,0.4,0.7,1.3,1.2,1.6,0.625,0.1875,home win
Myanmar,Kuwait,0.1,0.3,0.6,2.8,1.6,1.2,0.2,0.8,home win
Cambodia,Japan,0.3,0.5,1.1,2.2,2.3,0.5,0.0,1.0,away win
Cameroon,Niger,0.6,0.4,1.4,1.0,1.0,1.1,0.8,0.0,draw
Cape Verde,Kenya,0.5,0.3,1.8,0.8,1.0,0.9,0.0,1.0,home win
Colombia,Argentina,0.4,0.4,0.9,0.7,1.8,0.6,0.24242424242424243,0.5151515151515151,away win
Congo,Ethiopia,0.5,0.3,2.1,1.9,1.4,1.6,1.0,0.0,home win
Timor-Leste,Saudi Arabia,0.0,0.6,0.2,3.8,2.2,1.1,0.0,1.0,away win
Egypt,Chad,0.6,0.3,1.5,0.6,0.8,1.1,0.5,0.25,home win
Ghana,Comoros,0.4,0.0,1.5,1.1,0.3,1.3,0.0,0.0,home win
Guam,Iran,0.2,0.5,0.6,1.7,2.2,1.0,0.0,1.0,away win
Honduras,Mexico,0.2,0.6,0.9,1.0,2.4,1.0,0.1935483870967742,0.5806451612903226,away win
Hong Kong,China,0.6,0.4,2.0,0.4,2.7,0.7,0.09523809523809523,0.6190476190476191,draw
Ivory Coast,Liberia,0.6,0.3,1.2,0.3,0.8,1.4,0.7857142857142857,0.0,home win
North Korea,Bahrain,0.6,0.4,1.3,0.8,1.2,1.6,0.6,0.2,home win
Kyrgyzstan,Jordan,0.3,0.7,1.0,1.8,2.2,0.3,0.25,0.5,home win
Laos,South Korea,0.1,0.8,0.7,3.1,2.7,0.1,0.0,1.0,away win
Malaysia,United Arab Emirates,0.3,0.6,0.9,3.2,3.1,1.0,0.25,0.75,away win
Mali,Botswana,0.2,0.4,1.5,1.5,1.3,1.3,0.8333333333333334,0.16666666666666666,home win
Nigeria,Eswatini,0.3,0.5,1.0,0.7,1.8,1.3,0.0,0.0,home win
